orderid,unitno,modelid,evalcode,asample,prev,preva,oilchangelast,oilhours,PQI,Pb,Al,P,Ca,Zn,Cu,Si,Na,K,Mo,B,Fe,ST,V40,OXI,NIT,SUL
1407,EE,HME Model 1 type 1,B,0,3,0,1,234,0,1,2,830,2353,979,1,2,0,0,0,1,11,6,115.5,12,6,19
1408,EE,HME Model 1 type 1,C,0,2,0,0,506,29,3,2,943,2700,1077,2,5,2,1,2,2,21,16,107.2,13,7,20
1409,EE,HME Model 1 type 1,B,0,2,0,1,214,3,1,2,997,2763,1124,1,3,0,2,1,2,9,4,114.2,11,5,18
1410,EE,HME Model 1 type 1,B,0,2,0,0,450,0,2,2,933,2605,1061,2,2,3,2,0,1,16,11,106.3,13,6,20
1411,EE,HME Model 1 type 1,B,0,2,0,1,251,3,1,0,938,2614,1049,1,3,5,2,0,0,12,6,110.8,12,6,19
1412,EE,HME Model 1 type 1,B,0,2,0,0,476,0,4,2,1017,2679,1111,2,2,6,2,0,0,20,12,103.3,12,6,19
1413,EE,HME Model 1 type 1,B,0,2,0,1,251,0,3,1,999,2712,1086,2,4,10,2,0,0,13,7,107.1,12,5,19
1414,EE,HME Model 1 type 1,B,0,2,0,0,444,0,2,1,950,2683,1071,3,3,13,3,1,0,21,13,104.7,14,7,20
1415,EE,HME Model 1 type 1,B,0,2,0,1,243,0,2,0,950,2740,1082,2,2,12,3,1,0,10,4,108.7,11,5,18
1416,EE,HME Model 1 type 1,B,0,2,0,0,482,2,2,1,929,2617,1101,5,2,16,1,0,1,18,11,103.6,14,6,21
1417,EE,HME Model 1 type 1,B,0,2,0,1,260,0,1,1,1002,2568,1087,4,3,15,2,0,1,9,6,107,13,6,19
1419,FF,HME Model 1 type 1,C,0,3,0,1,278,0,2,2,915,2617,1060,2,3,7,3,0,1,23,9,117.8,18,9,24
1420,FF,HME Model 1 type 1,C,0,3,0,0,536,0,5,3,1105,3011,1210,2,2,6,1,0,0,38,12,123.3,17,9,25
1421,FF,HME Model 1 type 1,C,0,2,0,1,266,0,2,2,986,2691,1139,2,2,7,2,3,0,25,10,120.9,19,9,26
1422,FF,HME Model 1 type 1,B,0,3,0,0,572,0,4,2,858,2529,1037,2,2,3,3,0,1,31,14,125.5,19,9,25
1423,FF,HME Model 1 type 1,C,0,3,0,1,275,0,2,2,909,2867,1156,1,2,3,3,0,2,24,11,120.7,20,10,26
1424,FF,HME Model 1 type 1,C,0,3,0,0,591,2,6,3,1036,2921,1205,2,3,3,3,1,3,36,15,122.8,17,8,24
1425,FF,HME Model 1 type 1,C,0,3,0,1,334,0,2,2,888,2594,1025,2,4,6,2,0,0,21,15,118.4,17,8,24
1426,FF,HME Model 1 type 1,C,0,3,0,0,467,6,4,3,933,2639,1100,3,4,0,3,1,4,40,22,127.1,22,11,28
1427,FF,HME Model 1 type 1,C,0,3,0,1,233,0,1,2,896,2630,1112,3,2,0,2,3,3,21,13,119.1,16,8,23
1428,FF,HME Model 1 type 1,C,0,3,0,0,537,0,2,3,959,2796,1170,3,3,2,3,1,3,34,18,124.8,16,8,23
1429,FF,HME Model 1 type 1,C,0,3,0,1,266,0,1,2,890,2461,1035,2,2,4,3,0,0,20,11,118.6,18,9,24
1430,FF,HME Model 1 type 1,C,0,2,0,0,555,0,2,3,899,2527,1067,5,3,8,4,1,5,31,17,113.9,18,9,24
1431,FF,HME Model 1 type 1,B,0,2,0,1,250,0,0,1,929,2509,1030,3,2,6,2,1,6,11,9,111.3,14,6,20
1432,FF,HME Model 1 type 1,B,0,1,1,0,568,6,1,2,906,2285,1051,10,4,7,5,2,5,14,7,109.3,12,6,19
1433,FF,HME Model 1 type 1,A,1,2,0,1,271,0,0,1,993,2816,1100,0,2,2,2,0,3,9,7,111.5,13,6,19
1434,FF,HME Model 1 type 1,B,0,1,1,0,447,2,3,1,988,2622,1076,0,2,5,2,1,3,10,3,108,14,7,20
1435,FF,HME Model 1 type 1,A,1,1,1,1,209,6,0,1,983,2739,1062,0,2,3,2,0,0,7,1,110.9,13,6,20
1436,FF,HME Model 1 type 1,A,1,1,1,0,468,0,0,0,923,2404,1009,0,2,4,2,0,0,4,0,111.5,11,4,18
1437,FF,HME Model 1 type 1,A,1,2,0,1,252,0,0,1,925,2529,1011,1,1,4,2,0,0,10,8,111.7,13,6,19
1439,FF,HME Model 1 type 1,A,1,2,0,1,408,0,0,1,858,2595,991,2,2,3,4,1,0,14,12,113.5,13,7,19
1440,FF,HME Model 1 type 1,B,0,2,0,0,492,0,0,2,911,2901,1056,2,3,0,1,0,0,21,15,121.3,13,7,21
1441,FF,HME Model 1 type 1,B,0,2,0,1,266,0,0,1,913,2758,1110,1,2,0,2,0,0,11,0,111.2,13,7,19
1442,FF,HME Model 1 type 1,B,0,2,0,0,468,7,1,2,986,2739,1085,3,3,4,3,1,2,21,16,112.2,13,7,20
1443,FF,HME Model 1 type 1,B,0,2,0,1,256,0,0,2,940,2753,1092,2,2,0,2,0,2,13,10,111.7,13,6,20
1444,FF,HME Model 1 type 1,B,0,2,0,0,487,0,1,0,907,2815,1046,9,4,5,4,1,1,27,19,118,13,7,20
1445,FF,HME Model 1 type 1,B,0,2,0,1,223,0,0,0,923,2697,1024,2,2,4,5,1,1,12,10,113.9,12,6,18
1446,FF,HME Model 1 type 1,B,0,3,0,0,460,0,1,2,915,2634,1034,4,4,10,19,3,3,24,20,113.2,14,8,21
1447,FF,HME Model 1 type 1,C,0,4,0,1,201,0,0,2,964,2642,1094,1,3,12,23,3,0,15,9,108.4,11,6,19
1448,FF,HME Model 1 type 1,X,0,3,0,0,525,4,2,3,1047,2737,1124,4,11,88,184,22,9,42,26,108.5,14,8,21
1449,FF,HME Model 1 type 1,C,0,3,0,1,297,1,1,2,932,2584,1064,2,3,22,31,4,2,26,17,107.5,15,8,23
1450,FF,HME Model 1 type 1,C,0,3,0,0,471,38,1,0,899,2665,1010,3,7,3,1,1,1,28,21,105.1,14,8,21
1451,FF,HME Model 1 type 1,C,0,3,0,1,272,0,1,2,974,2655,1098,3,3,7,3,0,1,18,13,105.4,14,7,21
1452,FF,HME Model 1 type 1,C,0,3,0,0,500,0,2,2,965,2645,1112,4,3,10,5,1,1,33,27,102.8,16,9,23
1453,FF,HME Model 1 type 1,C,0,2,0,1,269,0,1,2,1007,2663,1129,1,2,8,2,0,1,15,12,105.3,14,7,22
1454,FF,HME Model 1 type 1,B,0,2,0,0,423,0,1,2,1034,2560,1123,2,2,9,2,0,1,20,17,101.7,14,8,21
1455,FF,HME Model 1 type 1,B,0,2,0,1,257,0,0,0,967,2372,1066,0,1,8,0,0,0,13,12,102.3,13,7,20
1459,GG,HME Model 1 type 1,B,0,3,0,0,562,0,0,0,900,2303,1002,0,4,6,2,0,0,5,0,115.6,14,5,19
1460,GG,HME Model 1 type 1,C,0,2,0,1,274,0,1,2,860,2571,1016,4,3,4,1,0,0,21,16,119.3,17,8,23
1461,GG,HME Model 1 type 1,B,0,2,0,0,482,0,4,2,925,2717,1080,1,3,2,2,4,1,28,21,120,20,10,25
1462,GG,HME Model 1 type 1,B,0,2,0,1,218,0,3,1,825,2259,977,0,3,0,2,0,1,13,5,120,16,7,22
1463,GG,HME Model 1 type 1,B,0,2,0,0,549,4,4,2,956,2817,1095,1,4,3,2,1,2,29,19,123.9,17,8,23
1464,GG,HME Model 1 type 1,B,0,2,0,1,254,0,0,0,822,2066,933,1,5,2,0,0,2,5,0,116.5,12,4,19
1465,GG,HME Model 1 type 1,B,0,2,0,0,501,8,1,2,822,2296,955,2,2,0,2,1,3,24,24,115.8,18,9,24
1466,GG,HME Model 1 type 1,B,0,3,0,1,251,0,0,0,925,2300,999,1,4,2,2,1,3,2,0,116.6,11,4,18
1467,GG,HME Model 1 type 1,C,0,2,0,0,552,2,3,2,931,2766,1079,2,3,3,2,0,4,31,26,122.6,19,10,25
1468,GG,HME Model 1 type 1,B,0,2,0,1,274,0,0,1,849,2448,1021,1,2,1,1,0,1,17,16,118.5,15,8,22
1469,GG,HME Model 1 type 1,B,0,2,0,0,469,1,3,2,1024,2853,1130,1,3,3,2,1,4,32,23,120.3,17,9,25
1470,GG,HME Model 1 type 1,B,0,2,0,1,236,1,2,1,905,2414,1034,1,3,5,3,1,3,15,7,117.4,14,6,22
1471,GG,HME Model 1 type 1,B,0,3,0,0,515,0,3,2,878,2543,1049,2,3,6,2,1,2,29,27,122,20,10,26
1472,GG,HME Model 1 type 1,C,0,1,1,1,241,0,1,2,892,2474,1010,0,4,4,2,0,0,17,13,117.8,15,8,22
1473,GG,HME Model 1 type 1,A,1,3,0,0,522,0,0,0,908,2213,1002,2,5,4,1,0,1,3,0,117.9,11,3,17
1474,GG,HME Model 1 type 1,C,0,3,0,1,284,0,2,2,884,2661,1078,2,2,0,2,0,3,21,14,117.8,15,8,22
1475,GG,HME Model 1 type 1,C,0,3,0,0,539,0,6,1,970,2891,1120,3,2,6,2,0,2,37,26,123.7,19,9,25
1476,GG,HME Model 1 type 1,C,0,4,0,1,285,3,2,2,956,2835,1137,1,2,0,3,0,3,20,15,116,16,8,23
1477,GG,HME Model 1 type 1,X,0,3,0,0,504,1,7,2,919,2741,1064,2,3,1,3,1,4,36,25,117.9,19,10,26
1478,GG,HME Model 1 type 1,C,0,2,0,1,238,0,2,2,1004,2884,1131,0,2,2,2,0,3,20,12,110.8,14,7,21
1481,GG,HME Model 1 type 1,A,1,2,0,0,426,1,0,1,971,2510,1051,0,1,1,2,0,0,5,2,103.1,12,5,18
1482,GG,HME Model 1 type 1,B,0,2,0,1,198,0,0,1,910,2459,1005,0,2,3,4,0,0,13,11,110.5,14,7,20
1483,GG,HME Model 1 type 1,B,0,2,0,0,492,0,3,2,901,2739,1052,3,4,4,4,1,0,33,25,125,17,9,23
1484,GG,HME Model 1 type 1,B,0,3,0,1,338,0,1,1,1007,2969,1176,1,2,0,0,0,0,20,15,113.3,15,8,22
1485,GG,HME Model 1 type 1,C,0,1,1,0,429,3,1,1,888,2617,1069,1,2,0,0,0,0,21,20,112.3,16,9,23
1486,GG,HME Model 1 type 1,A,1,3,0,1,183,0,0,2,927,2566,1064,0,2,0,2,0,2,13,9,108.8,13,7,21
1487,GG,HME Model 1 type 1,C,0,3,0,0,592,4,3,3,950,2791,1095,3,2,3,2,1,2,37,27,113.1,15,8,22
1488,GG,HME Model 1 type 1,C,0,3,0,1,278,2,1,2,943,2687,1054,3,6,4,7,2,2,18,15,109.4,14,7,20
1489,GG,HME Model 1 type 1,C,0,3,0,0,497,0,2,2,913,2766,1079,3,4,2,3,0,1,31,26,113.9,15,8,21
1490,GG,HME Model 1 type 1,C,0,2,0,1,255,0,0,0,984,2808,1091,2,2,4,3,0,0,19,16,108.2,14,8,21
1491,GG,HME Model 1 type 1,B,0,2,0,0,516,1,1,1,929,2740,1048,3,4,10,9,1,1,31,27,106.2,14,7,21
1492,GG,HME Model 1 type 1,B,0,3,0,1,298,2,1,2,882,2547,1022,1,2,6,2,0,0,15,14,109.2,14,7,22
1493,GG,HME Model 1 type 1,C,0,2,0,0,479,0,3,1,926,2717,1045,2,2,11,2,1,0,28,22,104,14,7,21
1494,GG,HME Model 1 type 1,B,0,2,0,1,245,0,1,2,843,2401,1003,1,2,4,2,0,1,14,12,108.2,13,6,20
1495,GG,HME Model 1 type 1,B,0,2,0,0,398,0,1,2,936,2583,1066,2,2,13,2,0,1,25,17,101.6,12,6,19
1496,GG,HME Model 1 type 1,B,0,3,0,1,204,0,0,1,949,2485,1054,1,1,13,1,0,1,12,10,104.4,13,6,21
1497,GG,HME Model 1 type 1,C,0,2,0,1,220,0,1,2,906,2441,1033,3,2,9,2,1,1,29,19,99.9,12,6,20
1498,GG,HME Model 1 type 1,B,0,2,0,1,253,0,1,2,941,2504,1075,2,2,14,2,1,1,16,15,101.3,12,6,19
1501,HH,HME Model 1 type 1,C,0,3,0,0,537,0,6,2,926,2817,1080,4,3,6,1,0,1,39,19,127.7,21,10,26
1502,HH,HME Model 1 type 1,C,0,4,0,1,283,3,2,0,901,2663,1064,2,2,5,2,0,0,23,11,121.1,19,9,25
1503,HH,HME Model 1 type 1,X,0,4,0,0,552,2,11,3,974,2961,1162,5,3,7,3,0,0,54,24,135,25,12,30
1504,HH,HME Model 1 type 1,X,0,4,0,1,265,0,3,2,786,2308,963,2,3,2,3,0,0,23,14,122.5,17,9,25
1505,HH,HME Model 1 type 1,X,0,3,0,0,517,2,9,2,904,2983,1178,6,2,4,3,1,2,41,21,128.2,23,11,29
1506,HH,HME Model 1 type 1,C,0,3,0,1,248,0,0,2,939,2733,1122,2,2,4,3,0,0,21,12,118.4,17,8,23
1507,HH,HME Model 1 type 1,C,0,2,0,0,517,5,9,2,884,2681,1072,5,5,7,3,1,0,37,23,127.7,21,10,26
1508,HH,HME Model 1 type 1,B,0,3,0,1,278,1,2,1,878,2401,1024,4,4,3,4,1,2,18,10,120,17,8,23
1509,HH,HME Model 1 type 1,C,0,3,0,0,359,0,3,2,872,2717,1086,12,3,0,4,0,2,29,17,123.1,18,9,24
1510,HH,HME Model 1 type 1,C,0,2,0,1,182,0,1,1,804,2229,956,2,4,3,3,0,2,15,6,120.4,17,8,23
1511,HH,HME Model 1 type 1,B,0,3,0,0,525,1,4,1,911,2526,1046,5,2,3,3,0,3,30,18,123.9,19,9,24
1512,HH,HME Model 1 type 1,C,0,3,0,1,269,0,3,2,891,2578,1048,3,2,3,4,1,4,19,11,119.8,16,8,22
1513,HH,HME Model 1 type 1,C,0,1,1,0,492,0,7,1,970,2782,1134,10,2,8,3,1,3,32,17,125.1,19,9,26
1514,HH,HME Model 1 type 1,A,1,3,0,1,186,0,0,1,836,2309,1018,2,1,6,2,0,2,8,7,114.9,15,7,21
1515,HH,HME Model 1 type 1,C,0,3,0,0,472,0,2,1,883,2301,991,3,4,5,2,0,0,10,3,113.3,14,6,19
1516,HH,HME Model 1 type 1,C,0,3,0,1,245,0,2,2,899,2603,1080,6,3,3,3,0,2,17,12,117.2,15,7,21
1517,HH,HME Model 1 type 1,C,0,2,0,0,508,0,7,2,897,2730,1120,16,3,0,2,1,5,28,15,118.7,18,9,24
1518,HH,HME Model 1 type 1,B,0,1,1,1,266,0,2,1,953,2691,1097,6,2,6,2,1,6,15,10,116.3,15,7,22
1519,HH,HME Model 1 type 1,A,1,2,0,0,525,0,0,1,976,2441,1015,5,2,3,2,0,0,10,11,117.7,17,8,23
1520,HH,HME Model 1 type 1,B,0,3,0,1,241,3,0,1,945,2492,1042,2,2,2,2,0,3,4,0,111.3,12,5,19
1521,HH,HME Model 1 type 1,C,0,2,0,0,517,0,6,2,977,2977,1162,103,2,4,2,0,2,25,15,114.3,19,9,25
1522,HH,HME Model 1 type 1,B,0,2,0,1,281,0,2,1,951,2731,1081,122,0,4,2,0,0,16,10,106.8,17,8,23
1524,HH,HME Model 1 type 1,X,0,2,0,0,162,0,1,6,994,2499,1049,54,12,4,2,4,16,61,5,109.2,13,6,19
1525,HH,HME Model 1 type 1,B,0,2,0,1,148,0,0,1,934,2432,1052,54,1,0,0,0,0,7,4,108.1,13,6,20
1526,HH,HME Model 1 type 1,B,0,1,1,0,492,0,2,2,959,2671,1077,153,2,4,3,1,1,21,17,107.8,16,8,22
1527,HH,HME Model 1 type 1,A,1,2,0,1,259,0,1,1,854,2293,979,3,2,0,3,1,1,10,7,107.4,13,7,21
1528,HH,HME Model 1 type 1,B,0,1,1,0,531,0,2,1,907,2662,1056,6,2,4,2,0,0,20,17,104.4,14,6,20
1529,HH,HME Model 1 type 1,A,1,1,1,1,266,1,0,1,908,2491,1040,2,2,3,1,0,0,6,5,106.9,12,6,19
1530,HH,HME Model 1 type 1,A,1,1,1,0,383,2,1,2,956,2691,1043,6,1,2,0,1,0,15,14,106.3,14,7,21
1531,HH,HME Model 1 type 1,A,1,2,0,1,163,0,1,2,913,2572,1065,4,2,0,2,0,1,10,8,104.5,12,6,20
1532,HH,HME Model 1 type 1,B,0,2,0,0,547,4,3,2,892,2555,999,10,2,3,1,1,2,26,18,100.3,12,6,19
1533,HH,HME Model 1 type 1,B,0,2,0,1,250,0,2,0,946,2583,1055,5,2,1,1,0,1,15,0,103.3,12,8,18
1534,HH,HME Model 1 type 1,B,0,1,1,0,469,0,2,3,957,2679,1083,7,2,2,2,0,1,24,15,101.3,14,7,20
1535,HH,HME Model 1 type 1,A,1,2,0,1,226,1,1,2,910,2506,1029,3,2,3,1,0,0,11,8,110.3,11,5,19
1536,HH,HME Model 1 type 1,B,0,1,1,0,520,1,2,2,863,2465,1004,7,2,8,1,0,0,23,17,103.7,13,6,20
1537,HH,HME Model 1 type 1,A,1,1,1,1,288,0,1,2,969,2501,1018,5,2,6,2,0,0,10,8,103.5,12,6,21
1539,HH,HME Model 1 type 1,B,0,2,0,1,251,3,0,0,965,2509,1073,12,2,16,2,1,1,6,1,101,10,5,17
1540,HH,HME Model 1 type 1,B,0,2,0,0,363,0,1,2,991,2737,1105,5,3,11,3,1,1,15,21,113.4,15,8,21
1541,HH,HME Model 1 type 1,B,0,2,0,1,177,0,0,2,947,2511,1046,2,2,4,2,0,1,8,11,111.9,13,6,20
1543,JJ,HME Model 1 type 1,C,0,3,0,0,517,1,3,3,898,2537,1065,2,3,6,3,0,1,32,26,112.9,20,10,25
1544,JJ,HME Model 1 type 1,C,0,3,0,1,255,6,1,0,912,2520,1047,1,2,5,3,0,0,17,14,111.1,16,8,22
1545,JJ,HME Model 1 type 1,C,0,3,0,0,563,0,7,2,981,2697,1146,1,3,5,0,0,0,34,22,116.6,17,8,24
1546,JJ,HME Model 1 type 1,C,0,3,0,1,270,0,1,2,904,2515,1040,1,2,4,1,0,0,25,23,112.5,18,9,23
1547,JJ,HME Model 1 type 1,C,0,3,0,0,512,0,5,2,956,2698,1094,11,2,4,2,0,0,34,26,114.3,17,9,24
1548,JJ,HME Model 1 type 1,C,0,2,0,1,253,0,2,3,851,2382,1026,1,4,2,3,0,0,19,12,105.4,17,8,23
1549,JJ,HME Model 1 type 1,B,0,2,0,0,549,2,4,2,960,2781,1146,2,2,4,3,0,2,29,21,115.6,17,9,23
1550,JJ,HME Model 1 type 1,B,0,2,0,1,278,0,1,2,876,2355,1025,1,3,5,2,1,3,15,13,112.2,15,8,22
1551,JJ,HME Model 1 type 1,B,0,3,0,0,514,0,2,2,865,2546,1050,1,2,0,2,0,2,24,19,116.7,16,8,23
1552,JJ,HME Model 1 type 1,C,0,2,0,1,295,0,1,2,860,2472,1049,1,3,2,2,0,2,18,17,114.4,16,8,22
1553,JJ,HME Model 1 type 1,B,0,3,0,0,519,1,3,3,912,2555,1085,1,3,4,2,0,0,28,18,115.1,19,9,25
1554,JJ,HME Model 1 type 1,C,0,2,0,1,265,0,0,2,975,2752,1118,0,2,2,1,0,5,20,12,113.7,17,9,24
1555,JJ,HME Model 1 type 1,B,0,3,0,0,434,1,2,3,893,2523,1056,2,2,2,2,1,7,25,20,109.8,18,9,24
1556,JJ,HME Model 1 type 1,C,0,2,0,1,226,0,0,2,865,2339,1018,1,2,3,2,1,5,15,12,111.6,15,7,21
1557,JJ,HME Model 1 type 1,B,0,2,0,0,497,0,2,3,944,2613,1097,1,2,0,2,0,2,31,24,108.3,16,8,23
1558,JJ,HME Model 1 type 1,B,0,2,0,1,258,0,1,2,905,2438,1031,0,2,8,10,1,2,14,13,109.8,15,7,23
1559,JJ,HME Model 1 type 1,B,0,2,0,0,509,0,2,2,858,2370,1010,1,2,3,2,1,5,25,22,107,16,8,22
1560,JJ,HME Model 1 type 1,B,0,3,0,1,250,0,0,2,924,2480,1056,0,2,4,2,1,5,12,11,108.3,13,7,19
1561,JJ,HME Model 1 type 1,C,0,3,0,0,521,3,0,3,1176,3219,1343,1,7,0,0,2,0,29,18,108.5,15,8,22
1562,JJ,HME Model 1 type 1,C,0,2,0,1,273,0,0,2,987,2774,1102,0,2,5,1,0,3,18,14,103.8,15,7,21
1563,JJ,HME Model 1 type 1,B,0,3,0,0,531,1,1,3,967,2603,1044,2,2,5,2,0,2,25,18,105.1,16,8,24
1564,JJ,HME Model 1 type 1,C,0,3,0,1,253,0,0,2,945,2636,1088,0,0,4,1,0,0,15,12,103.9,14,7,20
1565,JJ,HME Model 1 type 1,C,0,2,0,0,504,0,1,3,948,2658,1100,2,2,2,2,0,0,30,25,101.6,15,8,22
1566,JJ,HME Model 1 type 1,B,0,3,0,1,254,0,0,2,928,2569,1077,1,2,0,0,0,0,14,12,110.7,14,7,21
1567,JJ,HME Model 1 type 1,C,0,3,0,0,520,0,2,3,899,2676,1046,2,3,3,4,0,0,33,29,104,16,8,22
1568,JJ,HME Model 1 type 1,C,0,3,0,1,254,0,0,2,1030,2930,1173,1,2,0,0,0,0,19,15,105.8,14,7,20
1569,JJ,HME Model 1 type 1,C,0,2,0,0,543,0,2,3,946,2750,1110,3,2,0,0,0,0,32,27,99.3,15,8,21
1570,JJ,HME Model 1 type 1,B,0,2,0,1,247,0,0,3,888,2423,1000,3,2,0,3,0,0,12,14,103.6,14,7,21
1571,JJ,HME Model 1 type 1,B,0,1,1,0,468,0,0,3,927,2647,1080,2,2,0,3,0,1,24,20,98.6,13,7,21
1572,JJ,HME Model 1 type 1,A,1,2,0,1,250,3,1,3,923,2500,1052,2,2,1,2,0,1,10,9,101.1,11,5,18
1573,JJ,HME Model 1 type 1,B,0,2,0,0,403,0,0,0,942,2428,1014,1,1,0,2,1,2,9,3,106.3,11,4,18
1574,JJ,HME Model 1 type 1,B,0,4,0,1,242,4,1,1,933,2566,1022,3,2,2,3,2,2,17,14,101.7,12,5,18
1576,JJ,HME Model 1 type 1,B,0,2,0,1,359,0,2,2,964,2585,1077,17,4,6,5,0,1,19,8,98.1,9,5,15
1577,JJ,HME Model 1 type 1,B,0,2,0,0,533,1,0,2,881,2561,1032,4,3,11,6,0,1,9,14,113.6,12,6,19
1578,JJ,HME Model 1 type 1,B,0,2,0,1,229,1,1,2,841,2555,998,6,4,20,36,3,4,14,21,118.8,13,7,20
1579,JJ,HME Model 1 type 1,B,0,1,1,0,440,0,0,1,951,2822,1047,9,2,14,12,2,1,19,25,116.7,12,6,19
1580,JJ,HME Model 1 type 1,A,1,1,1,1,207,0,0,1,848,2363,954,3,2,7,3,0,1,7,14,99.7,11,7,19
1581,JJ,HME Model 1 type 1,A,1,4,0,0,454,0,0,0,837,2404,953,4,2,8,5,1,1,10,15,115.8,12,6,20
1582,JJ,HME Model 1 type 1,X,0,2,0,1,214,0,0,0,861,2337,972,4,2,3,2,0,1,10,15,74.8,12,6,18
1584,KK,HME Model 1 type 1,A,1,3,0,0,466,0,0,1,893,2358,1011,1,3,5,3,0,1,10,0,113,14,6,21
1585,KK,HME Model 1 type 1,C,0,3,0,1,251,0,0,2,914,2552,1084,6,2,7,3,0,0,19,7,113.5,14,7,22
1586,KK,HME Model 1 type 1,C,0,3,0,0,590,0,2,2,949,2604,1096,1,2,6,3,0,0,29,11,114.1,19,9,24
1587,KK,HME Model 1 type 1,C,0,3,0,1,298,8,2,2,925,2599,1063,1,2,5,3,0,0,28,15,115.8,19,9,24
1588,KK,HME Model 1 type 1,C,0,2,0,0,439,4,7,2,923,2818,1193,2,4,1,0,0,1,44,23,123,19,11,22
1589,KK,HME Model 1 type 1,B,0,3,0,1,154,0,2,2,851,2413,1009,1,3,2,2,0,2,20,10,119.7,19,9,24
1591,KK,HME Model 1 type 1,C,0,3,0,1,255,0,2,0,895,2427,1052,3,2,4,1,0,3,18,10,118.4,16,8,22
1592,KK,HME Model 1 type 1,C,0,3,0,0,493,5,5,2,880,2413,1036,2,3,0,3,1,3,36,22,124.8,22,11,27
1593,KK,HME Model 1 type 1,C,0,3,0,1,217,2,1,1,909,2453,1046,0,2,3,2,2,2,18,11,119,16,8,23
1594,KK,HME Model 1 type 1,C,0,3,0,0,544,1,5,1,923,2502,1073,1,2,3,3,0,3,35,25,122,20,10,25
1595,KK,HME Model 1 type 1,C,0,3,0,1,276,0,1,2,887,2391,1016,2,2,4,4,1,4,19,14,115.8,16,8,21
1596,KK,HME Model 1 type 1,C,0,2,0,0,504,0,3,2,1055,2917,1188,1,4,0,2,0,4,39,22,120.2,19,10,25
1597,KK,HME Model 1 type 1,B,0,3,0,1,235,0,1,1,867,2250,996,0,1,5,2,1,3,13,12,112.5,16,8,22
1598,KK,HME Model 1 type 1,C,0,2,0,0,490,0,4,2,845,2329,991,1,3,0,4,1,1,32,17,119,20,10,26
1599,KK,HME Model 1 type 1,B,0,2,0,1,258,0,1,1,918,2429,1031,0,2,1,3,0,1,15,11,113.6,15,7,21
1600,KK,HME Model 1 type 1,B,0,1,1,0,503,0,2,2,971,2690,1147,2,2,7,3,1,3,24,14,117.7,18,9,25
1602,KK,HME Model 1 type 1,B,0,3,0,0,491,0,2,0,1001,2729,1162,5,3,5,3,1,5,22,11,114.4,17,8,22
1603,KK,HME Model 1 type 1,C,0,3,0,1,229,0,4,0,970,2553,1069,25,2,4,4,0,2,20,8,130.3,15,7,21
1604,KK,HME Model 1 type 1,C,0,3,0,0,503,0,10,3,955,2823,1160,58,3,5,3,0,2,40,20,116.2,21,10,27
1605,KK,HME Model 1 type 1,C,0,2,0,1,258,0,3,0,946,2594,1049,24,2,6,0,0,0,18,7,107.6,14,7,21
1606,KK,HME Model 1 type 1,B,0,2,0,0,464,0,3,1,960,2653,1087,1,1,5,2,0,0,21,15,108.4,17,8,23
1607,KK,HME Model 1 type 1,B,0,2,0,1,238,0,1,1,944,2493,1060,0,0,3,0,0,1,12,7,115.5,14,7,20
1608,KK,HME Model 1 type 1,B,0,2,0,0,518,0,3,1,816,2222,931,1,2,3,3,1,0,23,20,109.6,17,9,24
1609,KK,HME Model 1 type 1,B,0,2,0,1,251,5,2,1,1002,2619,1083,2,2,6,6,2,1,16,12,110.6,16,8,22
1610,KK,HME Model 1 type 1,B,0,2,0,0,516,0,3,2,1024,2903,1184,2,3,0,1,1,0,30,19,113.4,19,9,24
1611,KK,HME Model 1 type 1,B,0,2,0,1,281,1,2,1,987,2776,1118,1,2,0,0,0,0,16,12,108.4,15,7,21
1612,KK,HME Model 1 type 1,B,0,2,0,0,476,0,2,3,942,2609,1093,2,3,0,3,0,0,23,18,103.1,16,8,23
1613,KK,HME Model 1 type 1,B,0,3,0,1,235,0,0,2,949,2672,1093,1,3,0,2,0,1,11,8,107.7,14,7,21
1614,KK,HME Model 1 type 1,C,0,2,0,0,547,3,4,3,960,2777,1145,6,3,3,1,1,2,35,23,107.7,15,8,22
1615,KK,HME Model 1 type 1,B,0,3,0,1,268,0,1,2,1004,2793,1116,3,7,0,2,0,2,19,12,106.2,12,6,20
1616,KK,HME Model 1 type 1,C,0,2,0,0,526,3,2,0,943,2710,1062,4,3,4,3,0,0,27,23,107.2,14,7,21
1617,KK,HME Model 1 type 1,B,0,3,0,1,256,3,1,2,930,2551,1041,1,2,2,2,0,0,14,8,111.7,11,6,19
1618,KK,HME Model 1 type 1,C,0,2,0,0,514,0,2,2,886,2512,1036,7,2,7,1,0,0,26,17,104.1,14,7,21
1619,KK,HME Model 1 type 1,B,0,2,0,1,282,0,1,1,970,2516,1060,2,2,4,2,0,0,13,10,104.1,12,6,19
1621,KK,HME Model 1 type 1,A,1,2,0,0,245,0,1,0,933,2363,1018,2,3,9,2,0,0,3,0,113.6,10,4,17
1622,KK,HME Model 1 type 1,B,0,2,0,1,243,0,1,1,958,2617,1074,7,2,16,2,0,1,11,6,104,13,6,20
1667,LL,HME Model 1 type 2,X,0,4,0,0,518,0,5,1,1123,2614,932,2,45,467,1065,142,21,19,41,130,13,8,23
1668,LL,HME Model 1 type 2,X,0,3,0,1,256,0,1,1,1045,2601,1009,1,17,174,432,52,11,12,22,119,11,6,21
